date_pt,transferts,wallets_actifs,paiements_user,payeurs_uniques,omi_user,paiements_agrege,omi_agrege,omi_revenue,paiements_tresorerie,omi_tresorerie
2022-03-24,150,87,0,0,0.0,0,0.0,0.0,0,0.0
2022-03-25,375,289,0,0,0.0,0,0.0,0.0,0,0.0
2022-03-26,317,288,0,0,0.0,0,0.0,0.0,0,0.0
2022-03-27,378,336,0,0,0.0,0,0.0,0.0,0,0.0
2022-03-28,384,351,0,0,0.0,0,0.0,0.0,0,0.0
2022-03-29,318,287,0,0,0.0,0,0.0,0.0,0,0.0
2022-03-30,268,242,0,0,0.0,0,0.0,0.0,0,0.0
2022-03-31,265,252,0,0,0.0,0,0.0,0.0,0,0.0
2022-04-01,220,195,0,0,0.0,0,0.0,0.0,0,0.0
2022-04-02,222,199,0,0,0.0,0,0.0,0.0,0,0.0
2022-04-03,180,155,0,0,0.0,0,0.0,0.0,0,0.0
